Subject,NS_Level,Unit_or_Chapter,Video_or_Lesson_Title,Full_Content
Math,NSII,,“Koleksyon ak reprezantasyon done”,"Learning Objectives: Organize raw data into tables and graphs (nuaj de pwen, istogram, ogiv).
Key Concepts: Frequencies and frekans kilyatif (cumulative frequency). Histogram for quantitative data (bars with no gaps) . Nuaj de pwen (scatter plot) for paired data. Courbe des fréquences cumulées (ogive).
Worked Example: Given test scores of 20 students, create frequency table (e.g. 0-10:3, 11-20:5, …). Draw corresponding histogram.
Exercises: From a small dataset, compute absolute and cumulative frequencies and draw bar graph. Plot (x,y) pairs: e.g. students’ heights vs weights.
Quiz/Review: Identify correct description: “Yon istogram diferan ak graf bar akoz …” or match graph to data."
Math,NSII,,“Kowòdone ak distans nan plan”,"Learning Objectives: Use a repè kowòdone (coordinate grid) and compute distance between points.
Key Concepts: Represent point $A(x,y)$ in an orthonormal plane . Distance formula: $d(A,B)=\sqrt{(x_B-x_A)^2+(y_B-y_A)^2}$.
Worked Example: For $A(1,2)$ and $B(4,6)$: $d=\sqrt{(4-1)^2+(6-2)^2}=\sqrt{3^2+4^2}=\sqrt{9+16}=5$. (Distance se 5).
Exercises: Find distance between (−2,1) and (3,4); between (0,0) and (−5,12).
Quiz/Review: Given two points, pick correct distance formula result."
Math,NSII,,"“Majorant, Minorant, ak apwoksimasyon”","Learning Objectives: Use majorant and minorant to bound expressions and approximate calculations.
Key Concepts: Techniques of rounding and estimating by replacing numbers with convenient bounds. Understanding encadrement for sums, products, etc.
Worked Example: To approximate $3.96 + 7.12$, note $3.9 \le 3.96 \le 4.0$ and $7.1 \le 7.12 \le 7.2$. Then $3.9+7.1=11.0 \le 3.96+7.12 \le 4.0+7.2=11.2$. So $11.0 \le$ result $\le 11.2$.
Exercises: Round numbers and perform approximate sums or products within bounds (e.g. $5.47\times2.03$, encadreman of result).
Quiz/Review: E.g. “Si $4.98\le x\le5.02$, kisa x + 3 ap ye ant?” or “Ki valor approximatif de $18.9-3.05$ ak encadreman?”"
Math,NSII,,“Matris ak detèminan”,"Learning Objectives: Perform basic operasyon sou matris (matrix operations): addition, scalar mult., product, and 2×2 determinant.
Key Concepts: Matrix as array of numbers. $(A+B)$ adds entries; $kA$ multiplies by real. Matrix product $AB$ (row×col). Determinant of $\begin{pmatrix}a&b\c&d\end{pmatrix}$ is $ad-bc$. Identity matrix $I_2$.
Worked Example: If $A=\begin{pmatrix}1&2\3&4\end{pmatrix}$, $B=\begin{pmatrix}-1&0\2&5\end{pmatrix}$, then $A+B=\begin{pmatrix}0&2\5&9\end{pmatrix}$. Det$(A)=14-23=4-6=-2$. Inverse $A^{-1}$ exists since det$\neq0$.
Exercises: Compute $A+2B$, $AB$ for given 2×2 matrices. Calculate det of given 2×2.
Quiz/Review: “Ki detèminan matrice $\begin{pmatrix}4&7\2&3\end{pmatrix}$?” or true/false about matrix ops."
Math,NSII,,“Mwayen yon segman (Midpoint)”,"Learning Objectives: Calculate the mwayen (midpoint) of a segment and apply parallelogram properties.
Key Concepts: Midpoint $M$ of $AB$ has coordinates $\big(\frac{x_A+x_B}{2},\frac{y_A+y_B}{2}\big)$. In a parallelogram, diagonals bisect each other.
Worked Example: A(2,4), B(6,8): $M\big(\frac{2+6}{2},\frac{4+8}{2}\big) = (4,6)$. If $A(0,0), B(4,2), C(3,5)$, find $D$ so $ABCD$ paralelogram: use midpoint rule or vector.
Exercises: Compute midpoints for given endpoints. Verify parallelogram by comparing midpoints of diagonals.
Quiz/Review: “Ki kowòdone mwayen de (–1,3) ak (5,7)?” with options."
Math,NSII,,“Nimewo rasyonèl ak operasyon”,"Learning Objectives: Review nonm rasyonèl (fractions, decimals) and perform basic operations (adisyon, soustraksyon, miltiplikasyon, divizyon).
Key Concepts: Definition of nonm rasyonèl as quotient of integers. Simplifying fractions, converting fraction ↔ decimal, common denominators.
Worked Example: Add $\frac{2}{5}+\frac{3}{10} = \frac{4}{10}+\frac{3}{10}=\frac{7}{10}=0.7$ (yon rasyonèl). Convert $0.75= \frac{3}{4}$. Multiply $\frac{3}{4}\times \frac{2}{3} = \frac{6}{12}=\frac{1}{2}$.
Exercises: Compute sums like $\frac{5}{6}+\frac{1}{3}$, differences $0.9-0.35$, products $2.5\times 1.2$, quotients $0.6 \div 0.2$. Simplify answers.
Quiz/Review: Eg: “Ki rezilta $\frac{3}{8} + \frac{1}{4}$?” or “Konvèti $0.45$ an fraksyon.” Simple multiple-choice or fill blank.
Algebra (Aljèb)
MENFP emphasizes solving equations and inequalities and working with matrices . The lessons below cover linear systems, quadratics, inégalités, ekwasyon rasyonèl/irrationèl, matrix operations, and factorization."
Math,NSII,,“Pwopriyete jeyometrik ak kowòdone”,"Learning Objectives: Apply geometric properties (triangles, quadrilaterals) using coordinates and vectors.
Key Concepts: Vektè and coordinates allow proofs: e.g., $AB = CD$ implies $ABCD$ is a parallelogram . Use dot product for orthogonality (not mandatory), discuss parallel & perpendicular via slopes.
Worked Example: Given $A(1,1), B(4,4), D(–1,3)$, find $C$ so $ABCD$ paralelogram: $\vec{AB}=(3,3)$, so from D add (3,3): $C=(2,6)$.
Exercises: Check if four given points form a parallelogram (by vector equality). Calculate the vector for each side of a rectangle and verify opposite sides are equal.
Quiz/Review: “Ki kondisyon sou kowòdone ki fè de liy paralèl?” (E.g., slopes equal) or simple vector question.
Functions (Fonksyon)
This unit follows MENFP’s analysis theme, focusing on identifying variables, domain, range, and describing function behavior . We emphasize linear, square, inverse functions and qualitative study."
Math,NSII,,“Sistèm ekwasyon lineyè”,"Learning Objectives: Solve sistèm ekwasyon lineyè (systems of linear equations) in 2 variables (ℝ²).
Key Concepts: Methods: substitution and elimination. Meaning of solution.
Worked Example: Solve $\begin{cases}x+2y=5\2x -y=4\end{cases}$. By elimination: multiply second by 2: $4x-2y=8$, add first $+$ second: $5x=13$, so $x=2.6$, then $y=1.2$. (In Haitian: “Apre rezolisyon: x=2.6, y=1.2”).
Exercises: Solve given 2×2 systems, e.g. $x-3y=1$, $2x+ y=7$.
Quiz/Review: “Rezoud ${x+3y=9, 2x-y=4}$” with multiple choices for solution."
Math,NSII,,“Valè absoli ak distans”,"Learning Objectives: Understand the valè absoli (absolute value) of a number and compute the distance between two points on the number line.
Key Concepts: Definition of valè absoli: $|a|$ is the distance from $a$ to 0 . How to interpret sign and magnitude. Distance formula on a number line: $d(a,b)=|a - b|$.
Worked Example: For $a=-5$, compute $|a|=5$ (valè absoli de -5 se 5). Distance between 2 and -3 is $|2 - (-3)| = 5$. If $x=4$, $|x-7|=3$ means $x$ is 3 units from 7 on the line.
Exercises: Compute $|7|, |-8|, |3-5|, |x+2|$ for various $x$. Find distance between given pairs like (1,–4) or (–2, 5).
Quiz/Review: Ask: “Ki valè absoli de –8?” (What is absolute value of –8?) or “Ki distans ant 1 ak –3 sou liy lan?” with multiple choice answers."
Math,NSII,,“Vektè ak tradiksyon”,"Learning Objectives: Understand vektè (vector) in the plane and perform vector addition/scalar multiplication.
Key Concepts: Vektè $\overrightarrow{AB} = (x_B-x_A,,y_B-y_A)$ . Vektè equality: $AB=CD$ if vectors have same components. Sum: $\vec{u}+\vec{v}$ component-wise, scalar $k\vec{v}$. Translation: moving a shape by a vector.
Worked Example: If $A(1,1)$, $B(3,4)$, then $\overrightarrow{AB}=(2,3)$. Another pair with same vector: $C(5,2)$, $D(7,5)$ also gives $(2,3)$ so $\vec{AB}=\vec{CD}$. Sum example: $(2,3)+(−1,4)=(1,7)$.
Exercises: Given points, find $\vec{AB}$. Compute $\vec{u}+\vec{v}$ for given vectors, and $2\vec{u}$.
Quiz/Review: True/false: If $\vec{u}=(3,−2)$ and $\vec{v}=(−3,2)$, then $\vec{u}+\vec{v}=(0,0)$."
Math,NSII,,“Échantillonnaj ak simulasyon”,"Learning Objectives: Introduce échantillonnage (sampling) and simple computer (tableur) simulations using logical functions (conceptual).
Key Concepts: Sample as set of repeat trials. Use random numbers or instructions to simulate experiments. Observe law of large numbers.
Worked Example: Simulate flipping a coin 20 times using a random generator or tableur (“IF(RAND()<0.5,”Pile”,”Face”)”). Tally results and compare empirical frequency to expected 0.5.
Exercises: Plan a small experiment (e.g. draw a marble from bag many times, replace each time), record frequencies, compute sample mean.
Quiz/Review: “Ki diferans ant pwobabilite teyorik ak pwobabilite eksprimental?” (Open-ended answer).
Each video reinforces concepts with examples and practice. At end of each, a short quiz or revizyon rapid can check understanding (e.g. multiple-choice or one-minute problems on the key ideas of that lesson). By following these units and lessons, students gain a deep conceptual and practical grasp of the NS II syllabus.
Sources: Content is based on the official MENFP “Programme à compétences minimales, Mathématiques, Secondaire II” . Each unit aligns with the competencies and topics specified in this curriculum."
Math,NSIII,Unit 1: Arithmetic (Aritmetik ak Nombres),“Antye ak Nombres Rasyonèl” (Entiers & Nombres rationnels):,"Learning Objectives: Students will review number sets (integers non antye, rational numbers nombres rasyonèl), and practice addition (adisyon), subtraction (soustraksyon), multiplication (miltiplikasyon) and division (divizyon).
Key Concepts: Non antye (integers), fraksyon (fraction), desimal (decimal), pousantaj (pourcentage), som (somme), diferans (difference), pwodui (produit).
Worked Example: Add the integers 125 and 378. Example: $125 + 378 = 503$.  Convert $\tfrac{3}{4}$ to a decimal: $\tfrac{3}{4}=0.75$.  Convert 25% to a fraction: $25% = \tfrac{25}{100} = \tfrac{1}{4}$.
Exercises: Compute $47 - 19$, $-12 + 30$, and $(-7)\times 9$. Simplify fractions like $\tfrac{6}{9}$ (result $2/3$) and add fractions with like denominators (e.g. $\tfrac{2}{5} + \tfrac{1}{5}$).
Quiz/Review: Quick problems on adding and subtracting integers, and converting between fractions, decimals, and percentages. For example, “Konvèti 0.2 an fraksyon” (answer $1/5$)."
Math,NSIII,Unit 1: Arithmetic (Aritmetik ak Nombres),“Pouvwa ak Rasin Karé” (Powers & Square Roots):,"Learning Objectives: Understand exponents (ekspozan), compute powers (pouvwa), and find square roots (rasin karé). Apply exponent rules (e.g. $a^m \times a^n = a^{m+n}$).
Key Concepts: Ekspozan (exposant), pouvwa (puissance), rasin karé (carrée, √), reyal (réel), pwodwi (produit).
Worked Example: $2^3=8$, $5^2=25$. Evaluate $\sqrt{16}=4$. Simplify $(3^2)^3 = 3^6=729$. Simplify $x^2 \times x^3 = x^5$.
Exercises: Compute $4^3$, $(-2)^4$, $\sqrt{81}$, and simplify $(x^3)^2$. Practice laws: $a^0=1$, $a^1=a$, $\sqrt{a^2}=|a|$.
Quiz/Review: Problems on simplifying expressions with exponents (e.g. “$x^2 \cdot x^3$”), and simple radical calculations (e.g. “$\sqrt{49}$?”)."
Math,NSIII,Unit 1: Arithmetic (Aritmetik ak Nombres),“Pwopòsyon ak Pousantaj” (Ratios & Percents):,"Learning Objectives: Solve problems with ratios (rapò) and percentages (pousantaj). Understand proportionality and percentage change.
Key Concepts: Rapò, pwopòsyon, pousantaj, pousan (pour cent), taux, ogmantasyon (augmentation), diminisyon.
Worked Example: If 3 oranges cost 30 gourdes, find cost of 1 (÷3 = 10 gdes). If price increases by 20%, new price = original + 0.20×original. Example: 100 gourdes + 20 gourdes = 120.
Exercises: Solve “Si 5 liv an mache 250 goud, konbyen koute 8 liv?” (Use ratios). Convert 15% to fraction/decimal (0.15, 3/20). Find 20% of 150.
Quiz/Review: Short quiz on converting percents to decimals/fractions and computing percentage of a number (e.g. “Konbyen pousan 25 reprezante de 200?” answer 12.5%)."
Math,NSIII,Unit 2: Algebra (Aljèb),“Proprietés & Aplikasyon Fonksyon Kwadratik” (Quadratic Function Properties & Applications):,"Learning Objectives: Interpret parameters of $ax^2+bx+c$, vertex, axis of symmetry, and relate coefficients to vertex and roots. Use quadratics in problems (e.g. motion).
Key Concepts: Somè (sommet/vertex), aks simetri (axe de symétrie), relations $α+β = -b/a$, $α·β = c/a$. Fonksyon kare (parabola).
Worked Example: For $f(x)=x^2-4x+3$, vertex at $x=-(-4)/(2·1)=2$, $f(2)= -1$. Sum of roots $=4$, product $=3$. Real-life: area of square with side $x$, perimeter as function $P(x)=4x$.
Exercises: Given $f(x)=-2x^2+8x-6$, find vertex (axis at $x=2$, $f(2)=2$), determine max/min. Given sum of two numbers is 5 and product is 6, form $x^2-5x+6=0$.
Quiz/Review: Problems on vertex/location and creating quadratics from conditions: e.g. “De nimewo ki sum 10 ak pwodui 21, ki ekwasyon yo genyen?” ($x^2-10x+21=0$)."
Math,NSIII,Unit 2: Algebra (Aljèb),“Revizyon Ekwasyon Lineyè ak Fonksyon” (Linear Equations & Functions):,"Learning Objectives: Quick review of solving one-step and two-step linear equations. Introduce linear functions (fonksyon lineyè).
Key Concepts: Ekwasyon lineyè (linear equation), rezoud (solve), enkoni (inconnue), valè debaz (variable).
Worked Example: Solve $2x - 5 = 11$: add 5 to get $2x=16$, then $x=8$. Solve $\frac{x}{3} = 4$: multiply by 3, $x=12$. Graph $y = 2x + 3$.
Exercises: Solve $3x+4=19$, $5x = -15$, and $x/4 -2 = 1$. Given points, plot the line $y = -x + 2$.
Quiz/Review: Short problems on solving simple equations and identifying slope/intercept of $y=mx+b$."
Math,NSIII,Unit 2: Algebra (Aljèb),“Rezolisyon Ekwasyon Dezyèm Degrè” (Solving Quadratic Equations):,"Learning Objectives: Solve $ax^2 + bx + c = 0$ by factoring, formula or graphically. Apply sum-product relationships of roots.
Key Concepts: Faktorizasyon, rasin (root/solisyon), fòmil kwadratik, sòm rasin (sum of roots), pwodui rasin (product).
Worked Example: Solve $x^2 - 5x + 6 = 0$. Factor: $(x-2)(x-3)=0$, roots $x=2,3$. For $x^2+2x+1=0$, $\Delta=0$, one repeated root $x=-1$. Check with quadratic formula: $x=\frac{-b\pm\sqrt{\Delta}}{2a}$.
Exercises: Solve $2x^2 -4x=0$ (factor $2x(x-2)=0$, roots $0,2$). Given roots $3$ and $-1$, form equation: $(x-3)(x+1)=0 \implies x^2-2x-3=0$.
Quiz/Review: Drill on using the quadratic formula and factoring: e.g. “Rezoud 3x^2+6x+3=0” (Δ=36-36=0, $x=-1$)."
