id,subject,level,unit,video_title,question_type,question,options,correct_answer,hint,good_response,wrong_response,language,difficulty,tags,source_doc,created_at
ECON_NSI_IntroductiontoEconomics_Q10_SA,Economics,NS I,Unit: Introduction to Economics,What is Economics?,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,easy,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.266387
ECON_NSI_IntroductiontoEconomics_Q13_MCQ,Economics,NS I,Unit: Introduction to Economics,Scarcity & Choice,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,medium,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266403
ECON_NSI_IntroductiontoEconomics_Q13_TF,Economics,NS I,Unit: Introduction to Economics,Scarcity & Choice,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,medium,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266418
ECON_NSI_IntroductiontoEconomics_Q13_SA,Economics,NS I,Unit: Introduction to Economics,Scarcity & Choice,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,medium,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.266429
ECON_NSI_IntroductiontoEconomics_Q16_MCQ,Economics,NS I,Unit: Introduction to Economics,Allocation,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,medium,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266446
ECON_NSI_IntroductiontoEconomics_Q16_TF,Economics,NS I,Unit: Introduction to Economics,Allocation,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,medium,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266457
ECON_NSI_IntroductiontoEconomics_Q16_SA,Economics,NS I,Unit: Introduction to Economics,Allocation,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,medium,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.266468
ECON_NSI_IntroductiontoEconomics_Q19_MCQ,Economics,NS I,Unit: Introduction to Economics,Scarcity & Choice,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,medium,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266485
ECON_NSI_IntroductiontoEconomics_Q19_TF,Economics,NS I,Unit: Introduction to Economics,Scarcity & Choice,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,medium,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266500
ECON_NSI_IntroductiontoEconomics_Q19_SA,Economics,NS I,Unit: Introduction to Economics,Scarcity & Choice,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,medium,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.266511
ECON_NSI_IntroductiontoEconomics_Q22_MCQ,Economics,NS I,Unit: Introduction to Economics,What is Economics?,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,hard,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266532
ECON_NSI_IntroductiontoEconomics_Q22_TF,Economics,NS I,Unit: Introduction to Economics,What is Economics?,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,hard,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266553
ECON_NSI_IntroductiontoEconomics_Q22_SA,Economics,NS I,Unit: Introduction to Economics,What is Economics?,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,hard,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.266565
ECON_NSI_IntroductiontoEconomics_Q25_MCQ,Economics,NS I,Unit: Introduction to Economics,Scarcity & Choice,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,hard,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266582
ECON_NSI_IntroductiontoEconomics_Q25_TF,Economics,NS I,Unit: Introduction to Economics,Scarcity & Choice,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,hard,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266594
ECON_NSI_IntroductiontoEconomics_Q25_SA,Economics,NS I,Unit: Introduction to Economics,Scarcity & Choice,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,hard,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.266605
ECON_NSI_IntroductiontoEconomics_Q28_MCQ,Economics,NS I,Unit: Introduction to Economics,Allocation,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,hard,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266621
ECON_NSI_IntroductiontoEconomics_Q28_TF,Economics,NS I,Unit: Introduction to Economics,Allocation,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,hard,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266638
ECON_NSI_IntroductiontoEconomics_Q28_SA,Economics,NS I,Unit: Introduction to Economics,Allocation,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,hard,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.266649
ECON_NSI_IntroductiontoEconomics_Q31_MCQ,Economics,NS I,Unit: Introduction to Economics,Scarcity & Choice,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,easy,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266665
ECON_NSI_IntroductiontoEconomics_Q31_TF,Economics,NS I,Unit: Introduction to Economics,Scarcity & Choice,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,easy,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266677
ECON_NSI_IntroductiontoEconomics_Q31_SA,Economics,NS I,Unit: Introduction to Economics,Scarcity & Choice,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,easy,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.266688
ECON_NSI_IntroductiontoEconomics_Q34_MCQ,Economics,NS I,Unit: Introduction to Economics,What is Economics?,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,easy,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266709
ECON_NSI_IntroductiontoEconomics_Q34_TF,Economics,NS I,Unit: Introduction to Economics,What is Economics?,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,easy,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266728
ECON_NSI_IntroductiontoEconomics_Q34_SA,Economics,NS I,Unit: Introduction to Economics,What is Economics?,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,easy,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.266746
ECON_NSI_IntroductiontoEconomics_Q37_MCQ,Economics,NS I,Unit: Introduction to Economics,Allocation,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,easy,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266764
ECON_NSI_IntroductiontoEconomics_Q37_TF,Economics,NS I,Unit: Introduction to Economics,Allocation,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,easy,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266779
ECON_NSI_IntroductiontoEconomics_Q37_SA,Economics,NS I,Unit: Introduction to Economics,Allocation,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,easy,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.266791
ECON_NSI_IntroductiontoEconomics_Q40_MCQ,Economics,NS I,Unit: Introduction to Economics,Allocation,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,easy,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266807
ECON_NSI_IntroductiontoEconomics_Q40_TF,Economics,NS I,Unit: Introduction to Economics,Allocation,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,easy,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266819
ECON_NSI_IntroductiontoEconomics_Q40_SA,Economics,NS I,Unit: Introduction to Economics,Allocation,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,easy,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.266830
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q01_MCQ",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Trade‑offs,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,easy,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266858
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q01_TF",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Trade‑offs,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,easy,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266874
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q01_SA",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Trade‑offs,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,easy,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.266885
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q04_MCQ",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Wants vs Resources,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,easy,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266903
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q04_TF",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Wants vs Resources,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,easy,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266918
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q04_SA",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Wants vs Resources,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,easy,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.266930
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q07_MCQ",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Wants vs Resources,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,easy,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266948
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q07_TF",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Wants vs Resources,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,easy,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.266969
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q07_SA",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Wants vs Resources,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,easy,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.266995
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q10_MCQ",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Trade‑offs,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,easy,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.267013
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q10_TF",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Trade‑offs,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,easy,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.267024
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q10_SA",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Trade‑offs,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,easy,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.267042
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q13_MCQ",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Opportunity Cost,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,medium,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.267068
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q13_TF",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Opportunity Cost,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,medium,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.267087
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q13_SA",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Opportunity Cost,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,medium,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.267100
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q16_MCQ",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Trade‑offs,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,medium,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.267116
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q16_TF",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Trade‑offs,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,medium,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.267128
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q16_SA",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Trade‑offs,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,medium,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.267139
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q19_MCQ",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Trade‑offs,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,medium,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.267154
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q19_TF",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Trade‑offs,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,medium,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.267166
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q19_SA",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Trade‑offs,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,medium,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.267178
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q22_MCQ",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Wants vs Resources,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,hard,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.267194
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q22_TF",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Wants vs Resources,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,hard,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.267209
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q22_SA",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Wants vs Resources,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,hard,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.267221
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q25_MCQ",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Wants vs Resources,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,hard,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.267238
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q25_TF",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Wants vs Resources,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,hard,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.267250
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q25_SA",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Wants vs Resources,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,hard,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.267261
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q28_MCQ",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Opportunity Cost,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,hard,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.267277
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q28_TF",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Opportunity Cost,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,hard,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.267289
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q28_SA",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Opportunity Cost,ShortAnswer,Write one sentence using the term 'opportunity cost'.,[],Student response varies; key: foregone next best alternative.,Tie to a concrete trade‑off (time or money).,Nice work!,Compare with the expected form. Tie to a concrete trade‑off (time or money).,English,hard,"[""opportunity cost""]",Economie - NS I.docx,2025-10-21T22:49:34.267300
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q31_MCQ",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Wants vs Resources,MCQ,Opportunity cost best describes:,"[""money spent on the chosen option"", ""benefit of the chosen option"", ""value of the next best alternative forgone"", ""sunk cost""]",value of the next best alternative forgone,Hint: It reflects trade‑offs under scarcity.,Correct! It reflects trade‑offs under scarcity.,Not quite. Hint: It reflects trade‑offs under scarcity.,English,easy,"[""opportunity cost"", ""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.267316
"ECON_NSI_Needs,ScarcityandOpportunityCost_Q31_TF",Economics,NS I,"Unit: Needs, Scarcity & Opportunity Cost",Wants vs Resources,TrueFalse,Scarcity implies that choices must be made.,"[""True"", ""False""]",True,Resources are limited; wants are unlimited.,Exactly.,Review: Resources are limited; wants are unlimited.,English,easy,"[""scarcity""]",Economie - NS I.docx,2025-10-21T22:49:34.267329
